
--------------- Linear optimization problem characteristics ---------------
Seed:                    6
Number of variables:     4
Number of constraints:   2

Norm of primal sol:      2.38e+00
Norm of dual sol:        1.00e+01
Norm of dual slacks:     5.00e+00

Norm of vector b:        2.00e+00
Norm of vector c:        1.19e+01

Norm of matrix A:        2.00e+00
Condition number:        2.00e+00

----------------------- Linear optimization problem -----------------------
Coeff matrix A:          [[+0.140 +0.075 +1.100 +0.627]
                          [-0.406 -0.918 -1.381 +0.677]]

RHS vector b:            [+0.362 -1.967]
Obj vector c:            [+1.364 -2.888 -10.557 -4.497]

---------------------------- Optimal solution -----------------------------
Primal variables:         [+0.000 +2.362 +0.000 +0.297]
Dual slacks:              [+3.680 +0.000 +3.385 +0.000]
Dual variables:           [-9.719 +2.355]

Optimal objective:       -8.15367404e+00
===========================================================================

Method:                  II-QIPM
LO_Precision:            1.00e-01
Stop_Precision:          1.00e-03
LO_Verbosity:            2
Omega:                   1.00e+01

The Quantum Inexact Infeasible Interior-Point Method starts running ...


                  Objective                Residual                                Linear system           Step-length
Iter      Primal           Dual         Primal    Dual     Compl    ||Resl||  Cond-Num  ||M||   ||RHS||    a-star   a-hat      Time
  23  -1.89222850e+02 -3.32539169e+00  2.72e+01 7.76e+00  9.19e+01  8.57e+01  3.76e+00 2.67e+01 8.57e+01  2.51e-01 1.02e-02      3s
  24  -1.93323956e+02 -3.32539169e+00  2.77e+01 7.69e+00  9.11e+01  9.02e+01  3.84e+00 2.84e+01 9.02e+01  2.43e-01 9.42e-03      3s
  25  -1.97365242e+02 -3.32539169e+00  2.83e+01 7.62e+00  9.04e+01  9.48e+01  3.92e+00 3.01e+01 9.48e+01  2.36e-01 8.77e-03      4s
  26  -1.88122373e+02 -3.53402600e+00  2.68e+01 7.20e+00  8.58e+01 *5.54e-02  4.01e+00 3.18e+01 9.95e+01  5.20e-01 5.51e-02      4s
  27  -1.92652346e+02 -3.53402600e+00  2.74e+01 7.12e+00  8.49e+01  8.56e+01  3.63e+00 2.92e+01 8.56e+01  2.58e-01 1.11e-02      4s
  28  -1.97086210e+02 -3.53402600e+00  2.81e+01 7.05e+00  8.41e+01  9.03e+01  3.70e+00 3.11e+01 9.03e+01  2.49e-01 1.02e-02      4s
  29  -2.01446501e+02 -3.53402600e+00  2.87e+01 6.98e+00  8.34e+01  9.51e+01  3.77e+00 3.30e+01 9.51e+01  2.42e-01 9.45e-03      4s
  30  -2.05738439e+02 -3.53402600e+00  2.93e+01 6.92e+00  8.27e+01  1.00e+02  3.84e+00 3.50e+01 1.00e+02  2.35e-01 8.79e-03      4s
  31  -2.09958995e+02 -3.53402600e+00  2.99e+01 6.86e+00  8.20e+01  1.05e+02  3.91e+00 3.70e+01 1.05e+02  2.28e-01 8.19e-03      4s
  32  -2.14122130e+02 -3.53402600e+00  3.06e+01 6.81e+00  8.15e+01  1.10e+02  3.99e+00 3.91e+01 1.10e+02  2.21e-01 7.66e-03      4s
  33  -2.05057067e+02 -3.71497534e+00  2.90e+01 6.46e+00  7.76e+01 *6.29e-01  4.07e+00 4.12e+01 1.15e+02  5.02e-01 5.16e-02      5s
  34  -2.09754328e+02 -3.71497534e+00  2.97e+01 6.39e+00  7.69e+01  1.00e+02  3.69e+00 3.80e+01 1.00e+02  2.41e-01 9.62e-03      5s
  35  -2.14356075e+02 -3.71497534e+00  3.03e+01 6.34e+00  7.62e+01  1.05e+02  3.75e+00 4.03e+01 1.05e+02  2.34e-01 8.90e-03      5s
  36  -2.18886208e+02 -3.71497534e+00  3.10e+01 6.29e+00  7.57e+01  1.11e+02  3.81e+00 4.27e+01 1.11e+02  2.27e-01 8.29e-03      5s
  37  -2.23341639e+02 -3.71497534e+00  3.16e+01 6.24e+00  7.51e+01  1.16e+02  3.88e+00 4.51e+01 1.16e+02  2.20e-01 7.73e-03      5s
  38  -2.27732813e+02 -3.71497534e+00  3.23e+01 6.19e+00  7.46e+01  1.22e+02  3.95e+00 4.76e+01 1.22e+02  2.14e-01 7.24e-03      5s
  39  -2.19368667e+02 -3.86227221e+00  3.08e+01 5.91e+00  7.15e+01 *1.36e-01  4.01e+00 5.01e+01 1.27e+02  4.73e-01 4.51e-02      5s
  40  -2.24334129e+02 -3.86227221e+00  3.16e+01 5.86e+00  7.09e+01  1.12e+02  3.69e+00 4.68e+01 1.12e+02  2.31e-01 8.93e-03      5s
  41  -2.29203736e+02 -3.86227221e+00  3.23e+01 5.81e+00  7.03e+01  1.18e+02  3.75e+00 4.96e+01 1.18e+02  2.24e-01 8.29e-03      5s
  42  -2.33993288e+02 -3.86227221e+00  3.30e+01 5.77e+00  6.98e+01  1.24e+02  3.81e+00 5.24e+01 1.24e+02  2.18e-01 7.72e-03      6s
  43  -2.38704398e+02 -3.86227221e+00  3.37e+01 5.72e+00  6.94e+01  1.30e+02  3.86e+00 5.53e+01 1.30e+02  2.12e-01 7.21e-03      6s
  44  -2.43348227e+02 -3.86227221e+00  3.44e+01 5.69e+00  6.89e+01  1.36e+02  3.92e+00 5.82e+01 1.36e+02  2.06e-01 6.76e-03      6s
  45  -2.47922215e+02 -3.86227221e+00  3.51e+01 5.65e+00  6.85e+01  1.42e+02  3.99e+00 6.12e+01 1.42e+02  2.01e-01 6.35e-03      6s
  46  -2.40011542e+02 -3.98725313e+00  3.36e+01 5.42e+00  6.59e+01 *5.52e-01  4.05e+00 6.42e+01 1.49e+02  4.48e-01 4.05e-02      6s
  47  -2.45213659e+02 -3.98725313e+00  3.44e+01 5.38e+00  6.55e+01  1.33e+02  3.75e+00 6.05e+01 1.33e+02  2.16e-01 7.77e-03      6s
  48  -2.50311789e+02 -3.98725313e+00  3.52e+01 5.34e+00  6.50e+01  1.40e+02  3.80e+00 6.38e+01 1.40e+02  2.09e-01 7.23e-03      6s
  49  -2.55333013e+02 -3.98725313e+00  3.59e+01 5.30e+00  6.46e+01  1.46e+02  3.85e+00 6.73e+01 1.46e+02  2.04e-01 6.77e-03      6s
  50  -2.60274384e+02 -3.98725313e+00  3.67e+01 5.27e+00  6.42e+01  1.53e+02  3.90e+00 7.07e+01 1.53e+02  1.98e-01 6.34e-03      6s
  51  -2.65147917e+02 -3.98725313e+00  3.74e+01 5.24e+00  6.39e+01  1.60e+02  3.95e+00 7.43e+01 1.60e+02  1.93e-01 5.96e-03      6s
  52  -2.58020799e+02 -4.08901610e+00  3.61e+01 5.06e+00  6.18e+01 *9.71e-02  4.01e+00 7.79e+01 1.67e+02  4.18e-01 3.45e-02      7s
  53  -2.63549577e+02 -4.08901610e+00  3.69e+01 5.02e+00  6.14e+01  1.52e+02  3.77e+00 7.42e+01 1.52e+02  2.06e-01 7.16e-03      7s
  54  -2.68985402e+02 -4.08901610e+00  3.77e+01 4.99e+00  6.10e+01  1.59e+02  3.81e+00 7.82e+01 1.59e+02  2.00e-01 6.68e-03      7s
  55  -2.74335639e+02 -4.08901610e+00  3.86e+01 4.96e+00  6.07e+01  1.67e+02  3.86e+00 8.23e+01 1.67e+02  1.95e-01 6.26e-03      7s
  56  -2.79607803e+02 -4.08901610e+00  3.93e+01 4.93e+00  6.03e+01  1.74e+02  3.90e+00 8.64e+01 1.74e+02  1.90e-01 5.88e-03      7s
  57  -2.84799126e+02 -4.08901610e+00  4.01e+01 4.90e+00  6.00e+01  1.82e+02  3.95e+00 9.07e+01 1.82e+02  1.85e-01 5.53e-03      7s
  58  -2.89922521e+02 -4.08901610e+00  4.09e+01 4.88e+00  5.97e+01  1.90e+02  4.00e+00 9.49e+01 1.90e+02  1.80e-01 5.22e-03      7s
  59  -2.83377901e+02 -4.17505598e+00  3.97e+01 4.73e+00  5.80e+01 *7.13e-01  4.05e+00 9.93e+01 1.98e+02  3.93e-01 3.03e-02      7s
  60  -2.89226647e+02 -4.17505598e+00  4.06e+01 4.70e+00  5.77e+01  1.82e+02  3.83e+00 9.53e+01 1.82e+02  1.91e-01 6.23e-03      8s
  61  -2.94969549e+02 -4.17505598e+00  4.14e+01 4.67e+00  5.74e+01  1.91e+02  3.87e+00 1.00e+02 1.91e+02  1.86e-01 5.82e-03      8s
  62  -3.00620506e+02 -4.17505598e+00  4.23e+01 4.65e+00  5.71e+01  1.99e+02  3.91e+00 1.05e+02 1.99e+02  1.81e-01 5.47e-03      8s
  63  -3.06193370e+02 -4.17505598e+00  4.31e+01 4.62e+00  5.68e+01  2.08e+02  3.95e+00 1.10e+02 2.08e+02  1.77e-01 5.15e-03      8s
  64  -3.11685450e+02 -4.17505598e+00  4.40e+01 4.60e+00  5.65e+01  2.17e+02  4.00e+00 1.15e+02 2.17e+02  1.72e-01 4.86e-03      8s
  65  -3.05896810e+02 -4.24597361e+00  4.29e+01 4.48e+00  5.52e+01 *6.73e-01  4.04e+00 1.20e+02 2.26e+02  3.65e-01 2.56e-02      8s
  66  -3.12178932e+02 -4.24597361e+00  4.38e+01 4.46e+00  5.49e+01  2.11e+02  3.87e+00 1.17e+02 2.11e+02  1.81e-01 5.73e-03      8s
  67  -3.18338613e+02 -4.24597361e+00  4.48e+01 4.43e+00  5.46e+01  2.21e+02  3.91e+00 1.23e+02 2.21e+02  1.77e-01 5.35e-03      8s
  68  -3.24415231e+02 -4.24597361e+00  4.57e+01 4.41e+00  5.43e+01  2.31e+02  3.94e+00 1.29e+02 2.31e+02  1.72e-01 5.04e-03      8s
  69  -3.30399608e+02 -4.24597361e+00  4.66e+01 4.39e+00  5.41e+01  2.41e+02  3.98e+00 1.35e+02 2.41e+02  1.68e-01 4.75e-03      8s
  70  -3.25364053e+02 -4.30458804e+00  4.56e+01 4.29e+00  5.30e+01 *4.03e-01  4.02e+00 1.41e+02 2.51e+02  3.39e-01 2.15e-02      9s
  71  -3.32183324e+02 -4.30458804e+00  4.67e+01 4.27e+00  5.27e+01  2.38e+02  3.90e+00 1.38e+02 2.38e+02  1.75e-01 5.50e-03      9s
  72  -3.38898438e+02 -4.30458804e+00  4.77e+01 4.25e+00  5.25e+01  2.49e+02  3.94e+00 1.45e+02 2.49e+02  1.71e-01 5.16e-03      9s
  73  -3.45518657e+02 -4.30458804e+00  4.87e+01 4.23e+00  5.22e+01  2.60e+02  3.97e+00 1.52e+02 2.60e+02  1.67e-01 4.86e-03      9s
  74  -3.41159253e+02 -4.35388586e+00  4.78e+01 4.15e+00  5.13e+01 *1.94e-01  4.01e+00 1.59e+02 2.72e+02  3.16e-01 1.82e-02      9s
  75  -3.48707368e+02 -4.35388586e+00  4.90e+01 4.13e+00  5.11e+01  2.60e+02  3.94e+00 1.57e+02 2.60e+02  1.73e-01 5.55e-03      9s
  76  -3.56141968e+02 -4.35388586e+00  5.02e+01 4.11e+00  5.08e+01  2.73e+02  3.97e+00 1.65e+02 2.73e+02  1.68e-01 5.20e-03      9s
  77  -3.52345859e+02 -4.39648678e+00  4.94e+01 4.04e+00  5.01e+01 *1.64e-01  4.01e+00 1.73e+02 2.86e+02  2.98e-01 1.57e-02      9s
  78  -3.60834344e+02 -4.39648678e+00  5.07e+01 4.02e+00  4.98e+01  2.76e+02  3.97e+00 1.72e+02 2.76e+02  1.73e-01 5.88e-03     10s
  79  -3.57488479e+02 -4.43443841e+00  5.00e+01 3.96e+00  4.91e+01 *2.62e-01  4.01e+00 1.82e+02 2.91e+02  2.85e-01 1.39e-02     10s
  80  -3.54461876e+02 -4.46959423e+00  4.94e+01 3.91e+00  4.86e+01 *2.34e-01  4.01e+00 1.81e+02 2.82e+02  2.76e-01 1.27e-02     10s
  81  -3.51685086e+02 -4.50310805e+00  4.88e+01 3.87e+00  4.80e+01 *9.08e-01  4.03e+00 1.81e+02 2.75e+02  2.70e-01 1.19e-02     10s
  82  -3.49113935e+02 -4.53580395e+00  4.82e+01 3.82e+00  4.75e+01 *2.20e+00  4.08e+00 1.81e+02 2.69e+02  2.67e-01 1.15e-02     10s
  83  -3.46723198e+02 -4.56824672e+00  4.77e+01 3.78e+00  4.70e+01 *3.97e+00  4.13e+00 1.81e+02 2.63e+02  2.65e-01 1.12e-02     10s
  84  -3.44489177e+02 -4.60082559e+00  4.72e+01 3.74e+00  4.65e+01 *5.96e+00  4.19e+00 1.82e+02 2.59e+02  2.65e-01 1.11e-02     10s
  85  -3.42396101e+02 -4.63349105e+00  4.67e+01 3.69e+00  4.61e+01 *7.77e+00  4.26e+00 1.84e+02 2.54e+02  2.65e-01 1.11e-02     11s
  86  -3.40409773e+02 -4.66602351e+00  4.62e+01 3.65e+00  4.56e+01 *8.97e+00  4.34e+00 1.85e+02 2.50e+02  2.64e-01 1.09e-02     11s
  87  -3.38488579e+02 -4.69794983e+00  4.57e+01 3.62e+00  4.51e+01 *9.22e+00  4.42e+00 1.87e+02 2.47e+02  2.62e-01 1.06e-02     11s
  88  -3.36583168e+02 -4.72881321e+00  4.52e+01 3.58e+00  4.47e+01 *8.35e+00  4.50e+00 1.88e+02 2.43e+02  2.58e-01 1.02e-02     11s
  89  -3.34654520e+02 -4.75824660e+00  4.48e+01 3.54e+00  4.43e+01 *6.42e+00  4.58e+00 1.90e+02 2.40e+02  2.54e-01 9.65e-03     11s
  90  -3.32670957e+02 -4.78630424e+00  4.44e+01 3.51e+00  4.39e+01 *3.80e+00  4.66e+00 1.92e+02 2.38e+02  2.49e-01 9.12e-03     11s
  91  -3.30630625e+02 -4.81320691e+00  4.40e+01 3.48e+00  4.36e+01 *1.14e+00  4.75e+00 1.93e+02 2.35e+02  2.44e-01 8.67e-03     11s
  92  -3.28537600e+02 -4.83961081e+00  4.37e+01 3.45e+00  4.33e+01 *6.84e-01  4.84e+00 1.94e+02 2.33e+02  2.42e-01 8.44e-03     12s
  93  -3.26419745e+02 -4.86619177e+00  4.33e+01 3.42e+00  4.29e+01 *9.58e-01  4.93e+00 1.95e+02 2.31e+02  2.43e-01 8.44e-03     12s
  94  -3.24301517e+02 -4.89378052e+00  4.29e+01 3.39e+00  4.26e+01 *4.88e-01  5.02e+00 1.97e+02 2.29e+02  2.46e-01 8.73e-03     12s
  95  -3.22212885e+02 -4.92297521e+00  4.25e+01 3.36e+00  4.22e+01 *3.14e+00  5.11e+00 1.98e+02 2.27e+02  2.52e-01 9.22e-03     12s
  96  -3.20161165e+02 -4.95421850e+00  4.21e+01 3.33e+00  4.18e+01 *6.12e+00  5.19e+00 1.99e+02 2.25e+02  2.60e-01 9.87e-03     12s
  97  -3.18143687e+02 -4.98744545e+00  4.17e+01 3.29e+00  4.14e+01 *8.63e+00  5.27e+00 2.00e+02 2.23e+02  2.67e-01 1.05e-02     12s
  98  -3.16129904e+02 -5.02240290e+00  4.13e+01 3.26e+00  4.10e+01 *1.03e+01  5.35e+00 2.02e+02 2.20e+02  2.73e-01 1.11e-02     12s
  99  -3.14081097e+02 -5.05863004e+00  4.08e+01 3.22e+00  4.06e+01 *1.09e+01  5.42e+00 2.03e+02 2.18e+02  2.78e-01 1.15e-02     13s
 100  -3.11948992e+02 -5.09579111e+00  4.04e+01 3.18e+00  4.02e+01 *1.07e+01  5.48e+00 2.05e+02 2.15e+02  2.82e-01 1.18e-02     13s
 101  -3.09692716e+02 -5.13356997e+00  3.99e+01 3.14e+00  3.97e+01 *9.76e+00  5.54e+00 2.06e+02 2.12e+02  2.84e-01 1.20e-02     13s
 102  -3.07278554e+02 -5.17175450e+00  3.94e+01 3.11e+00  3.93e+01 *8.25e+00  5.60e+00 2.07e+02 2.09e+02  2.86e-01 1.21e-02     13s
 103  -3.04676125e+02 -5.21031858e+00  3.90e+01 3.07e+00  3.88e+01 *6.33e+00  5.66e+00 2.08e+02 2.07e+02  2.88e-01 1.22e-02     13s
 104  -3.01862998e+02 -5.24935191e+00  3.85e+01 3.03e+00  3.84e+01 *4.21e+00  5.72e+00 2.09e+02 2.04e+02  2.89e-01 1.23e-02     13s
 105  -2.98829468e+02 -5.28903078e+00  3.80e+01 2.99e+00  3.80e+01 *2.15e+00  5.78e+00 2.10e+02 2.01e+02  2.92e-01 1.25e-02     14s
 106  -2.95572670e+02 -5.32975465e+00  3.75e+01 2.95e+00  3.75e+01 *4.83e-01  5.85e+00 2.10e+02 1.98e+02  2.95e-01 1.29e-02     14s
 107  -2.92106590e+02 -5.37205248e+00  3.70e+01 2.91e+00  3.71e+01 *4.11e-01  5.91e+00 2.10e+02 1.95e+02  3.01e-01 1.34e-02     14s
 108  -2.88451828e+02 -5.41668402e+00  3.65e+01 2.87e+00  3.66e+01 *2.80e-01  5.98e+00 2.09e+02 1.91e+02  3.09e-01 1.42e-02     14s
 109  -2.84639545e+02 -5.46441950e+00  3.59e+01 2.83e+00  3.61e+01 *8.30e-01  6.04e+00 2.09e+02 1.88e+02  3.19e-01 1.54e-02     14s
 110  -2.80678330e+02 -5.51613556e+00  3.53e+01 2.78e+00  3.55e+01 *2.53e+00  6.10e+00 2.08e+02 1.84e+02  3.32e-01 1.69e-02     14s
 111  -2.76561932e+02 -5.57242274e+00  3.47e+01 2.73e+00  3.49e+01 *4.28e+00  6.15e+00 2.08e+02 1.79e+02  3.47e-01 1.86e-02     14s
 112  -2.72259026e+02 -5.63360832e+00  3.40e+01 2.67e+00  3.43e+01 *5.71e+00  6.19e+00 2.07e+02 1.75e+02  3.62e-01 2.06e-02     15s
 113  -2.67699530e+02 -5.70011092e+00  3.33e+01 2.61e+00  3.35e+01 *6.65e+00  6.22e+00 2.06e+02 1.70e+02  3.78e-01 2.28e-02     15s
 114  -2.62815699e+02 -5.77209563e+00  3.25e+01 2.55e+00  3.28e+01 *7.13e+00  6.24e+00 2.05e+02 1.64e+02  3.93e-01 2.51e-02     15s
 115  -2.57514496e+02 -5.85002116e+00  3.16e+01 2.48e+00  3.19e+01 *7.22e+00  6.25e+00 2.03e+02 1.58e+02  4.10e-01 2.78e-02     15s
 116  -2.51703471e+02 -5.93432327e+00  3.07e+01 2.40e+00  3.10e+01 *7.02e+00  6.25e+00 2.02e+02 1.51e+02  4.27e-01 3.08e-02     15s
 117  -2.45274964e+02 -6.02565640e+00  2.97e+01 2.32e+00  3.01e+01 *6.60e+00  6.25e+00 1.99e+02 1.43e+02  4.46e-01 3.42e-02     15s
 118  -2.38094859e+02 -6.12504526e+00  2.86e+01 2.23e+00  2.90e+01 *6.03e+00  6.24e+00 1.96e+02 1.35e+02  4.66e-01 3.83e-02     15s
 119  -2.30025632e+02 -6.23355025e+00  2.74e+01 2.13e+00  2.79e+01 *5.35e+00  6.23e+00 1.93e+02 1.27e+02  4.89e-01 4.32e-02     16s
 120  -2.20877483e+02 -6.35293191e+00  2.61e+01 2.03e+00  2.66e+01 *4.64e+00  6.22e+00 1.88e+02 1.18e+02  5.14e-01 4.94e-02     16s
 121  -2.10458752e+02 -6.48494132e+00  2.47e+01 1.91e+00  2.52e+01 *3.93e+00  6.20e+00 1.83e+02 1.08e+02  5.42e-01 5.72e-02     16s
 122  -1.98483200e+02 -6.63248975e+00  2.31e+01 1.78e+00  2.37e+01 *3.26e+00  6.19e+00 1.76e+02 9.71e+01  5.75e-01 6.75e-02     16s
 123  -1.84624883e+02 -6.79884922e+00  2.12e+01 1.64e+00  2.19e+01 *2.66e+00  6.18e+00 1.67e+02 8.57e+01  6.12e-01 8.12e-02     16s
 124  -1.68452918e+02 -6.98838064e+00  1.92e+01 1.47e+00  1.99e+01 *2.13e+00  6.17e+00 1.57e+02 7.35e+01  6.57e-01 1.00e-01     16s
 125  -1.49348240e+02 -7.20733014e+00  1.67e+01 1.28e+00  1.76e+01 *1.69e+00  6.17e+00 1.45e+02 6.05e+01  7.09e-01 1.29e-01     16s
 126  -1.26520673e+02 -7.46326976e+00  1.39e+01 1.06e+00  1.48e+01 *1.33e+00  6.17e+00 1.30e+02 4.68e+01  7.72e-01 1.73e-01     16s
 127  -9.88808406e+01 -7.76566253e+00  1.05e+01 7.99e-01  1.15e+01 *1.05e+00  6.18e+00 1.11e+02 3.29e+01  8.50e-01 2.47e-01     17s
 128  -6.52918103e+01 -8.11949372e+00  6.49e+00 4.87e-01  7.43e+00 *8.08e-01  6.23e+00 8.83e+01 1.92e+01  9.49e-01 3.91e-01     17s
 129  -2.62893290e+01 -8.48553930e+00  1.96e+00 1.38e-01  2.71e+00 *5.07e-01  6.37e+00 6.03e+01 7.36e+00  1.00e+00 7.17e-01     17s
 130  -1.00680924e+01 -8.48553930e+00  7.71e-01 0.00e+00  5.68e-01  7.71e-01  7.37e+00 2.77e+01 7.71e-01  1.00e+00 1.00e+00     17s
 131  -8.18452365e+00 -8.21988301e+00  8.93e-02 1.76e-15  1.22e-01  2.35e-02  9.54e+00 1.70e+01 1.92e+00  9.24e-01 8.70e-01     17s
 132  -8.13370154e+00 -8.16567780e+00  1.39e-03 1.26e-15  1.93e-02  1.39e-03  3.18e+02 2.91e+02 1.59e+00  1.00e+00 1.00e+00     22s

The algorithm stopped after 133 iterations in 22.18 seconds.

Primal variables:   [+0.001 +2.357 +0.001 +0.293]
Dual slacks:        [+3.686 +0.001 +3.433 +0.032]
Dual variables:     [-9.766 +2.352]

Primal objective:   -8.13370154e+00
Dual objective:     -8.16567780e+00

Primal residual:    1.39e-03
Dual residual:      1.26e-15
Complementraty:     1.93e-02

Number of Iter:     133
Run time:           22.18
